oracle_id,source_dataset,source_category,source_subcategory,serial_number,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,source_root_cause,source_exploitation_method,source_fix_strategy,raw_line,source_file
TOSEM-RC-DYNAMIC-DEPENDENT-UPDATE-OMISSION-001,TOSEM,Dynamic Dependent Update Omission,,1,2021-08-17,https://code4rena.com/reports/2021-07-wildcredit#h-02-lendingpairliquidateaccount-does-not-accrue-and-update-cumulativeinterestrate,2021-07-wildcredit#h-02,2021-07-wildcredit,h-02,wildcredit,The accumulated interest rate is not updated during account liquidation.,"Interest calculation error, the borrower bypassed interest payment through self liquidation.",Revise the previous accumulated interest rate update method.,"1|2021-08-17|[2021-07-wildcredit#h-02](https://code4rena.com/reports/2021-07-wildcredit#h-02-lendingpairliquidateaccount-does-not-accrue-and-update-cumulativeinterestrate)| The accumulated interest rate is not updated during account liquidation.| Interest calculation error, the borrower bypassed interest payment through self liquidation. | Revise the previous accumulated interest rate update method.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Dynamic Dependent Update Omission/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-026,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),26,2023-05-01,https://code4rena.com/reports/2023-02-malt#h-05-_distributeprofit-will-use-the-stale-globalicswingtradercollateraldeficitswingtradercollateralratio-which-will-result-in-incorrect-profit-distribution,2023-02-malt#h-05,2023-02-malt,h-05,malt,The profit distribution ratio is calculated before updating the dependent values.,"Using inaccurate values ​​when allocating profits leads to incorrect profit distribution, causing LPs (liquidity providers) to receive too much profit.",Call syncGlobalCollateral() before calling handleProfit().,"26|2023-05-01|[2023-02-malt#h-05](https://code4rena.com/reports/2023-02-malt#h-05-_distributeprofit-will-use-the-stale-globalicswingtradercollateraldeficitswingtradercollateralratio-which-will-result-in-incorrect-profit-distribution)| The profit distribution ratio is calculated before updating the dependent values. | Using inaccurate values ​​when allocating profits leads to incorrect profit distribution, causing LPs (liquidity providers) to receive too much profit. | Call syncGlobalCollateral() before calling handleProfit().",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-027,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),27,2023-05-01,https://code4rena.com/reports/2023-02-malt#h-02-rewardthrottle-if-an-epoch-does-not-have-any-profit-then-there-may-not-be-rewards-for-that-epoch-at-the-start-of-the-next-epoch,2023-02-malt#h-02,2023-02-malt,h-02,malt,The location of the _fillInEpochGaps() call is incorrect.,"fillInEpochGaps() did not correctly calculate and request rewards from overflowPool, resulting in lost rewards for unprofitable epochs.","Remove the call to fillInEpochGaps(). Or, move the call to checkRewardUnderflow() to the beginning of each new epoch. Or, restrict calls to fillInEpochGaps() to administrators only.","27|2023-05-01|[2023-02-malt#h-02](https://code4rena.com/reports/2023-02-malt#h-02-rewardthrottle-if-an-epoch-does-not-have-any-profit-then-there-may-not-be-rewards-for-that-epoch-at-the-start-of-the-next-epoch)| The location of the _fillInEpochGaps() call is incorrect. | fillInEpochGaps() did not correctly calculate and request rewards from overflowPool, resulting in lost rewards for unprofitable epochs. | Remove the call to fillInEpochGaps(). Or, move the call to checkRewardUnderflow() to the beginning of each new epoch. Or, restrict calls to fillInEpochGaps() to administrators only.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-028,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),28,2023-06-23,https://code4rena.com/reports/2023-04-party#h-07-initialethcrowdfund--reraiseethcrowdfund-batchcontributefor-function-may-not-refund-eth-which-leads-to-loss-of-funds,2023-04-party#h-07,2023-04-party,h-07,party,Decrement the ethAvailable before each contributeFor() call.,"When a contribution fails, the remaining ETH is not correctly calculated and refunded to the user, resulting in the user losing funds.",Move the ethAvailable decrement operation after the contributeFor() call.,"28|2023-06-23|[2023-04-party#h-07](https://code4rena.com/reports/2023-04-party#h-07-initialethcrowdfund--reraiseethcrowdfund-batchcontributefor-function-may-not-refund-eth-which-leads-to-loss-of-funds)| Decrement the ethAvailable before each contributeFor() call. | When a contribution fails, the remaining ETH is not correctly calculated and refunded to the user, resulting in the user losing funds. | Move the ethAvailable decrement operation after the contributeFor() call.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-029,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),29,2023-11-29,https://code4rena.com/reports/2023-07-axelar#h-01-expressreceivetoken-can-be-abused-using-reentry,2023-07-axelar#h-01,2023-07-axelar,h-01,axelar,expressReceiveTokenWithData() delays state updates until after token transfers.,Stealing funds in cross-chain transfers using reentry attacks.,Call _setExpressReceiveTokenWithData() in advance.,29|2023-11-29|[2023-07-axelar#h-01](https://code4rena.com/reports/2023-07-axelar#h-01-expressreceivetoken-can-be-abused-using-reentry)| expressReceiveTokenWithData() delays state updates until after token transfers. | Stealing funds in cross-chain transfers using reentry attacks. | Call _setExpressReceiveTokenWithData() in advance.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-030,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),30,2023-12-29,https://code4rena.com/reports/2023-08-dopex#h-05-users-can-get-immediate-profit-when-deposit-and-redeem-in-perpetualatlanticvaultlp,2023-08-dopex#h-05,2023-08-dopex,h-05,dopex,Call previewDeposit() before updateFunding().,The value of the assets calculated at the time of redemption included additional funds for an undeserved profit.,Move the updateFunding() call to before previewDeposit().,30|2023-12-29|[2023-08-dopex#h-05](https://code4rena.com/reports/2023-08-dopex#h-05-users-can-get-immediate-profit-when-deposit-and-redeem-in-perpetualatlanticvaultlp)| Call previewDeposit() before updateFunding(). | The value of the assets calculated at the time of redemption included additional funds for an undeserved profit. | Move the updateFunding() call to before previewDeposit().,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-031,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),31,2024-05-03,https://code4rena.com/reports/2024-03-abracadabra-money#h-01-anyone-making-use-of-the-magiclps-twap-to-determine-token-prices-will-be-exploitable,2024-03-abracadabra-money#h-01,2024-03-abracadabra-money,h-01,abracadabra-money,Reserves updates precede TWAP updates.,"Manipulate reserve values prior to TWAP updates, manipulate prices and profit on subsequent trades.",Advance the execution position of the _twapUpdate() function.,"31|2024-05-03|[2024-03-abracadabra-money#h-01](https://code4rena.com/reports/2024-03-abracadabra-money#h-01-anyone-making-use-of-the-magiclps-twap-to-determine-token-prices-will-be-exploitable)| Reserves updates precede TWAP updates. | Manipulate reserve values prior to TWAP updates, manipulate prices and profit on subsequent trades. | Advance the execution position of the _twapUpdate() function.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-032,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),32,2024-05-22,https://code4rena.com/reports/2024-03-revert-lend#h-02-risk-of-reentrancy-onerc721received-function-to-manipulate-collateral-token-configs-shares,2024-03-revert-lend#h-02,2024-03-revert-lend,h-02,revert-lend,The cleanupLoan() function is called before _updateAndCheckCollateral().,"A reentry attack is utilized to update debt shares multiple times, manipulate borrowing caps, and prevent other users from borrowing.",Call cleanupLoan() after _updateAndCheckCollateral().,"32|2024-05-22|[2024-03-revert-lend#h-02](https://code4rena.com/reports/2024-03-revert-lend#h-02-risk-of-reentrancy-onerc721received-function-to-manipulate-collateral-token-configs-shares)|The cleanupLoan() function is called before _updateAndCheckCollateral(). | A reentry attack is utilized to update debt shares multiple times, manipulate borrowing caps, and prevent other users from borrowing. | Call cleanupLoan() after _updateAndCheckCollateral().",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-033,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),33,2024-07-28,https://github.com/code-423n4/zenith-portfolio,2024-06-playfi-proleague#h-2,2024-06-playfi-proleague,h-2,playfi-proleague,"Send the referral commission before updating state variables (totalClaimed, totalLicenses).",The attacker used a reentrancy attack to purchase quantities exceeding the permitted limit.,"Process referral commission transfers after updating state variables (totalClaimed, totalLicenses).","33|2024-07-28|[2024-06-playfi-proleague#h-2](https://github.com/code-423n4/zenith-portfolio)| Send the referral commission before updating state variables (totalClaimed, totalLicenses). | The attacker used a reentrancy attack to purchase quantities exceeding the permitted limit. | Process referral commission transfers after updating state variables (totalClaimed, totalLicenses).",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-034,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),34,2021-09-17,https://code4rena.com/reports/2021-08-yield#h-02-erc20rewards-returns-wrong-rewards-if-no-tokens-initially-exist,2021-08-yield#h-02,2021-08-yield,h-02,yield,The _updateRewardsPerToken function early returns when totalSupply is zero.,"When minting for the first time, the user mistakenly received all the rewards from the previous reward period.",Update lastUpdated even when totalSupply is zero.,"34|2021-09-17|[2021-08-yield#h-02](https://code4rena.com/reports/2021-08-yield#h-02-erc20rewards-returns-wrong-rewards-if-no-tokens-initially-exist)| The _updateRewardsPerToken function early returns when totalSupply is zero. | When minting for the first time, the user mistakenly received all the rewards from the previous reward period. | Update lastUpdated even when totalSupply is zero.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-035,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),35,2022-02-11,https://code4rena.com/reports/2021-11-streaming#h-08-tstokens-sometimes-calculated-incorrectly,2021-11-streaming#h-08,2021-11-streaming,h-08,streaming,ts.tokens == 0 causes ts.lastUpdate to remain unupdated.,"Ts.token was miscalculated, resulting in the extraction of more tokens than it should have been.",Update ts.lastUpdate even when ts.tokens is zero.,"35|2022-02-11|[2021-11-streaming#h-08](https://code4rena.com/reports/2021-11-streaming#h-08-tstokens-sometimes-calculated-incorrectly)| ts.tokens == 0 causes ts.lastUpdate to remain unupdated. | Ts.token was miscalculated, resulting in the extraction of more tokens than it should have been. | Update ts.lastUpdate even when ts.tokens is zero.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-036,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),36,2022-05-02,https://code4rena.com/reports/2021-12-defiprotocol#h-01-wrong-fee-calculation-after-totalsupply-was-0,2021-12-defiprotocol#h-01,2021-12-defiprotocol,h-01,defiprotocol,lastFee is not updated in the handleFees function when totalSupply is zero.,"When the basket is replenished, the cost will be calculated based on the incorrect time difference.",Update lastFee even when totalSupply is zero.,"36|2022-05-02|[2021-12-defiprotocol#h-01](https://code4rena.com/reports/2021-12-defiprotocol#h-01-wrong-fee-calculation-after-totalsupply-was-0)| lastFee is not updated in the handleFees function when totalSupply is zero. | When the basket is replenished, the cost will be calculated based on the incorrect time difference. | Update lastFee even when totalSupply is zero.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-037,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),37,2022-12-22,https://code4rena.com/reports/2022-10-traderjoe#h-05-attacker-can-steal-entire-reserves-by-abusing-fee-calculation,2022-10-traderjoe#h-05,2022-10-traderjoe,h-05,traderjoe,Exception handling for the zero address (address(0)) and the contract's own address (address(this)) skips _cacheFees updates for these addresses.,Exploiting faulty accounting logic to bypass proper fee accumulation when collectFees() is called and steal reserve assets.,Modify the skip conditions and add overflow checks.,37|2022-12-22|[2022-10-traderjoe#h-05](https://code4rena.com/reports/2022-10-traderjoe#h-05-attacker-can-steal-entire-reserves-by-abusing-fee-calculation)| Exception handling for the zero address (address(0)) and the contract's own address (address(this)) skips _cacheFees updates for these addresses. | Exploiting faulty accounting logic to bypass proper fee accumulation when collectFees() is called and steal reserve assets. | Modify the skip conditions and add overflow checks.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-038,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),38,2023-01-09,https://code4rena.com/reports/2022-10-juicebox#h-01-making-a-payment-to-the-protocol-with-_dontmint-parameter-will-result-in-lost-fund-for-user,2022-10-juicebox#h-01,2022-10-juicebox,h-01,juicebox,"When _dontMint is true, the function immediately returns without incrementing the user's creditsOf balance.","The user's payment amount was not correctly added to the credit balance, resulting in lost funds.",Add an update to creditsOf[_data.beneficiary] before the return statement.,"38|2023-01-09|[2022-10-juicebox#h-01](https://code4rena.com/reports/2022-10-juicebox#h-01-making-a-payment-to-the-protocol-with-_dontmint-parameter-will-result-in-lost-fund-for-user)| When _dontMint is true, the function immediately returns without incrementing the user's creditsOf balance. | The user's payment amount was not correctly added to the credit balance, resulting in lost funds. | Add an update to creditsOf[_data.beneficiary] before the return statement.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-039,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),39,2023-05-01,https://code4rena.com/reports/2023-02-malt#h-01-rewardthrottlecheckrewardunderflow-might-track-the-cumulative-aprs-wrongly,2023-02-malt#h-01,2023-02-malt,h-01,malt,The _sendToDistributor() function early returns if amount == 0.,"The cumulative APR was not calculated correctly, affecting the target APR calculation in updateDesiredAPR().",Add conditions and modify the logic in _sendToDistributor() to update the current epoch's cumulative APR with the previous epoch's APR value when the amount is zero.,"39|2023-05-01|[2023-02-malt#h-01](https://code4rena.com/reports/2023-02-malt#h-01-rewardthrottlecheckrewardunderflow-might-track-the-cumulative-aprs-wrongly)| The _sendToDistributor() function early returns if amount == 0. | The cumulative APR was not calculated correctly, affecting the target APR calculation in updateDesiredAPR(). | Add conditions and modify the logic in _sendToDistributor() to update the current epoch's cumulative APR with the previous epoch's APR value when the amount is zero.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-040,TOSEM,Incorrect Logic Update,subtype (Improper Boundary Condition Handling),40,2024-07-13,https://github.com/code-423n4/zenith-portfolio/tree/main/reports,2024-06-strateg-proleague#h-4,2024-06-strateg-proleague,h-4,strateg-proleague,lastClaimTotalRewards only updates when feeClaimable is greater than 0.,The attacker transferred the balances of the two tokenIds and stole the rewards from the contract multiple times by repeatedly claiming the rewards.,Update the variables lastClaimTotalRewards and timeClaimed before the feeClaimable check.,40|2024-07-13|[2024-06-strateg-proleague#h-4](https://github.com/code-423n4/zenith-portfolio/tree/main/reports)| lastClaimTotalRewards only updates when feeClaimable is greater than 0. | The attacker transferred the balances of the two tokenIds and stole the rewards from the contract multiple times by repeatedly claiming the rewards. | Update the variables lastClaimTotalRewards and timeClaimed before the feeClaimable check.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-001,TOSEM,Initialization / Re-initialization Omission,,1,2023-02-07,https://code4rena.com/reports/2022-11-debtdao#h-05-borrower-can-craft-a-borrow-that-cannot-be-liquidated-even-by-arbiter-,2022-11-debtdao#h-05,2022-11-debtdao,h-05,debtdao,The ids[] array is not reordered to place new loans at the ids[0] position.,Errors in recording new loans enabled borrowers to create loans that could not be liquidated.,Reorder the ids array to update the new loan entry to ids[0].,1|2023-02-07|[2022-11-debtdao#h-05](https://code4rena.com/reports/2022-11-debtdao#h-05-borrower-can-craft-a-borrow-that-cannot-be-liquidated-even-by-arbiter-)|The ids[] array is not reordered to place new loans at the ids[0] position. | Errors in recording new loans enabled borrowers to create loans that could not be liquidated. | Reorder the ids array to update the new loan entry to ids[0].,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-002,TOSEM,Initialization / Re-initialization Omission,,2,2023-10-11,https://code4rena.com/reports/2023-08-verwa#h-03-when-adding-a-gauge-its-initial-value-has-to-be-set-by-an-admin-or-all-voting-power-towards-it-will-be-lost,2023-08-verwa#h-03,2023-08-verwa,h-03,verwa,The add_gauge() function does not initialize the time_weight value when adding a new gauge.,Initial weights that are not set correctly can result in incorrect calculation of voting rights associated with gauges.,"Call change_gauge_weight() when adding a gauge, setting its initial weight to 0.","2|2023-10-11|[2023-08-verwa#h-03](https://code4rena.com/reports/2023-08-verwa#h-03-when-adding-a-gauge-its-initial-value-has-to-be-set-by-an-admin-or-all-voting-power-towards-it-will-be-lost)| The add_gauge() function does not initialize the time_weight value when adding a new gauge. | Initial weights that are not set correctly can result in incorrect calculation of voting rights associated with gauges. | Call change_gauge_weight() when adding a gauge, setting its initial weight to 0.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-003,TOSEM,Initialization / Re-initialization Omission,,3,2023-11-29,https://code4rena.com/reports/2023-09-venus#h-01-primesol---user-can-claim-prime-token-without-having-any-staked-xvs-because-his-stakedat-isnt-reset-whenever-he-is-issued-an-irrevocable-token,2023-09-venus#h-01,2023-09-venus,h-01,venus,The stakedAt timestamp is not reinitialized when a user obtains non-revocable Prime tokens.,Users repeatedly claim Prime token without pledging XVS.,Reinitialize the stakedAt timestamp when issuing non-revocable Prime tokens.,3|2023-11-29|[2023-09-venus#h-01](https://code4rena.com/reports/2023-09-venus#h-01-primesol---user-can-claim-prime-token-without-having-any-staked-xvs-because-his-stakedat-isnt-reset-whenever-he-is-issued-an-irrevocable-token)|The stakedAt timestamp is not reinitialized when a user obtains non-revocable Prime tokens. | Users repeatedly claim Prime token without pledging XVS. | Reinitialize the stakedAt timestamp when issuing non-revocable Prime tokens.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-004,TOSEM,Initialization / Re-initialization Omission,,4,2024-02-22,https://code4rena.com/reports/2023-12-ethereumcreditguild#h-01-the-usergaugeprofitindex-is-not-set-correctly-allowing-an-attacker-to-receive-rewards-without-waiting,2023-12-ethereumcreditguild#h-01,2023-12-ethereumcreditguild,h-01,ethereumcreditguild,The user's userGaugeProfitIndex is not properly initialized during the first call to claimGaugeRewards().,Subsequent bias in the calculation of rewards allows the attacker to be rewarded directly.,"Check if userGaugeProfitIndex is 0, and if so, set it to the current gaugeProfitIndex.","4|2024-02-22|[2023-12-ethereumcreditguild#h-01](https://code4rena.com/reports/2023-12-ethereumcreditguild#h-01-the-usergaugeprofitindex-is-not-set-correctly-allowing-an-attacker-to-receive-rewards-without-waiting)|The user's userGaugeProfitIndex is not properly initialized during the first call to claimGaugeRewards(). | Subsequent bias in the calculation of rewards allows the attacker to be rewarded directly. | Check if userGaugeProfitIndex is 0, and if so, set it to the current gaugeProfitIndex.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-005,TOSEM,Initialization / Re-initialization Omission,,5,2024-04-19,https://code4rena.com/reports/2024-01-salty#h-02-first-liquidity-provider-can-claim-all-initial-pool-rewards,2024-01-salty#h-02,2024-01-salty,h-02,salty,The virtualRewards is not initialized when liquidity is first provided to the protocol.,Ability to incorrectly claim all rewards in the pool due to lack of virtual reward deductions.,Call performUpkeep() before the initial distribution of the contract to achieve initialization.,5|2024-04-19|[2024-01-salty#h-02](https://code4rena.com/reports/2024-01-salty#h-02-first-liquidity-provider-can-claim-all-initial-pool-rewards)|The virtualRewards is not initialized when liquidity is first provided to the protocol. | Ability to incorrectly claim all rewards in the pool due to lack of virtual reward deductions. | Call performUpkeep() before the initial distribution of the contract to achieve initialization.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-006,TOSEM,Initialization / Re-initialization Omission,,6,2024-05-14,https://code4rena.com/reports/2024-02-ai-arena#h-07-fighters-cannot-be-minted-after-the-initial-generation-due-to-uninitialized-numelements-mapping,2024-02-ai-arena#h-07,2024-02-ai-arena,h-07,ai-arena,"In the constructor, only the 0th Generation (Generation 0) is initialized as 3, while subsequent generations (Generation 1, Generation 2, etc.) are not initialized.","The mapping is uninitialized, resulting in a rollback of the calculation with a divide-by-zero error.",Logic should be added to the contract to allow administrators to correctly initialize or update the numElements map each time a new generation is created.,"6|2024-05-14|[2024-02-ai-arena#h-07](https://code4rena.com/reports/2024-02-ai-arena#h-07-fighters-cannot-be-minted-after-the-initial-generation-due-to-uninitialized-numelements-mapping)| In the constructor, only the 0th Generation (Generation 0) is initialized as 3, while subsequent generations (Generation 1, Generation 2, etc.) are not initialized. | The mapping is uninitialized, resulting in a rollback of the calculation with a divide-by-zero error. | Logic should be added to the contract to allow administrators to correctly initialize or update the numElements map each time a new generation is created.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-007,TOSEM,Initialization / Re-initialization Omission,,7,2024-06-25,https://code4rena.com/reports/2024-03-dittoeth#h-04-partially-filled-short-records-created-without-a-short-order-cannot-be-liquidated-and-exited,2024-03-dittoeth#h-04,2024-03-dittoeth,h-04,dittoeth,"After the purchase order is matched, when the ERC quantity is lower than the defined minimum value, the order will not be added to the market for initialization.","A partially filled short record has no associated short order, which makes it impossible for the user to exit the short position or perform liquidation operations.","After the call of matchIncomingSell(), make the Short Record reach the fully filled (SR.FullyFilled) state.","7|2024-06-25|[2024-03-dittoeth#h-04](https://code4rena.com/reports/2024-03-dittoeth#h-04-partially-filled-short-records-created-without-a-short-order-cannot-be-liquidated-and-exited)|After the purchase order is matched, when the ERC quantity is lower than the defined minimum value, the order will not be added to the market for initialization. | A partially filled short record has no associated short order, which makes it impossible for the user to exit the short position or perform liquidation operations. | After the call of matchIncomingSell(), make the Short Record reach the fully filled (SR.FullyFilled) state.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-008,TOSEM,Initialization / Re-initialization Omission,,8,2024-08-16,https://code4rena.com/reports/2024-07-munchables#h-05-failure-to-update-dirty-flag-in-transfertounoccupiedplot-prevents-reward-accumulation-on-valid-plot,2024-07-munchables#h-05,2024-07-munchables,h-05,munchables,"When the token is transferred from an invalid plot to a valid one, the user's ""dirty"" flag is not reinitialized.",Reward calculation was skipped by mistake.,"Set the ""dirty"" flag when the user successfully transfers to a valid plot.","8|2024-08-16|[2024-07-munchables#h-05](https://code4rena.com/reports/2024-07-munchables#h-05-failure-to-update-dirty-flag-in-transfertounoccupiedplot-prevents-reward-accumulation-on-valid-plot)|When the token is transferred from an invalid plot to a valid one, the user's ""dirty"" flag is not reinitialized. | Reward calculation was skipped by mistake. | Set the ""dirty"" flag when the user successfully transfers to a valid plot.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-INITIALIZATION-RE-INITIALIZATION-OMISSION-009,TOSEM,Initialization / Re-initialization Omission,,9,2024-08-16,https://code4rena.com/reports/2024-07-optimism#h-03-lpp-metadata-can-be-altered-after-the-challenge-period-is-over-allowing-incorrect-states-to-be-proven,2024-07-optimism#h-03,2024-07-optimism,h-03,optimism,"In the initLPP function, the LPPMetadata data structure is not initialized.","Repeatedly calling the initLPP() function modifies the claimedSize and partOffset of LPP, resulting in incorrect state hashing.","Remove unnecessary storage reads in the initLPP function. Additionally, add a check in the squeezeLPP function to ensure that bytesProcessed must be equal to claimedSize.","9|2024-08-16|[2024-07-optimism#h-03](https://code4rena.com/reports/2024-07-optimism#h-03-lpp-metadata-can-be-altered-after-the-challenge-period-is-over-allowing-incorrect-states-to-be-proven)| In the initLPP function, the LPPMetadata data structure is not initialized. | Repeatedly calling the initLPP() function modifies the claimedSize and partOffset of LPP, resulting in incorrect state hashing. | Remove unnecessary storage reads in the initLPP function. Additionally, add a check in the squeezeLPP function to ensure that bytesProcessed must be equal to claimedSize.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Initialization _ Re-initialization Omission/README.md
TOSEM-RC-VARIABLE-OMISSION-001,TOSEM,Variable Omission,,1,2021-05-03,https://code4rena.com/reports/2021-04-marginswap#h-07-accountholdstoken-is-never-set,2021-04-marginswap#h-07,2021-04-marginswap,h-07,marginswap,There is a lack of mapping to avoid repeatedly depositing the same token.,Multiple deposits of the same token resulted in duplicate token records in the account. holdingTokens array.,Set the holdsToken map in addHolding() to distinguish different tokens.,1|2021-05-03|[2021-04-marginswap#h-07](https://code4rena.com/reports/2021-04-marginswap#h-07-accountholdstoken-is-never-set)| There is a lack of mapping to avoid repeatedly depositing the same token. | Multiple deposits of the same token resulted in duplicate token records in the account. holdingTokens array. | Set the holdsToken map in addHolding() to distinguish different tokens.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Variable Omission/README.md
TOSEM-RC-VARIABLE-OMISSION-002,TOSEM,Variable Omission,,2,2023-01-31,https://code4rena.com/reports/2022-12-backed#h-01-borrowers-may-earn-auction-proceeds-without-filling-the-debt-shortfall,2022-12-backed#h-01,2022-12-backed,h-01,backed,The variable for accumulating and storing the remaining debt after each auction is lacking.,"The debt was not properly liquidated, resulting in the auction proceeds going directly to the borrower.",Increase the record of the debt gap through the newly added _shortfall variable.,"2|2023-01-31|[2022-12-backed#h-01](https://code4rena.com/reports/2022-12-backed#h-01-borrowers-may-earn-auction-proceeds-without-filling-the-debt-shortfall)| The variable for accumulating and storing the remaining debt after each auction is lacking. | The debt was not properly liquidated, resulting in the auction proceeds going directly to the borrower. | Increase the record of the debt gap through the newly added _shortfall variable.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Variable Omission/README.md
